chart_index,pool,theme_name,x_left,x_right,y_label,slope_condition,legend_a_file,legend_b_file,statement_type,truth_value,comparison_frame,statement_text,category_a,category_b
38,practice,Movie Genre Views,Morning,Evening,Views,increasing,linechart_38_legend_a.png,linechart_38_legend_b.png,main_effect,1,less,The overall value of Comedy is less than Horror.,Comedy,Horror
38,practice,Movie Genre Views,Morning,Evening,Views,increasing,linechart_38_legend_a.png,linechart_38_legend_b.png,main_effect,0,less,The overall value of Horror is less than Comedy.,Horror,Comedy
38,practice,Movie Genre Views,Morning,Evening,Views,increasing,linechart_38_legend_a.png,linechart_38_legend_b.png,interaction,1,less,The value of Drama increases more slowly than Sci-fi.,Drama,Sci-fi
38,practice,Movie Genre Views,Morning,Evening,Views,increasing,linechart_38_legend_a.png,linechart_38_legend_b.png,interaction,0,less,The value of Sci-fi increases more slowly than Action.,Sci-fi,Action
39,practice,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_39_legend_a.png,linechart_39_legend_b.png,main_effect,1,more,The overall value of Home is greater than Groceries.,Home,Groceries
39,practice,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_39_legend_a.png,linechart_39_legend_b.png,main_effect,0,more,The overall value of Groceries is greater than Home.,Groceries,Home
39,practice,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_39_legend_a.png,linechart_39_legend_b.png,interaction,1,more,The value of Sports increases more strongly than Electronics.,Sports,Electronics
39,practice,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_39_legend_a.png,linechart_39_legend_b.png,interaction,0,more,The value of Electronics increases more strongly than Beauty.,Electronics,Beauty
39,practice,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_39_legend_a.png,linechart_39_legend_b.png,main_effect,1,less,The overall value of Groceries is less than Home.,Groceries,Home
39,practice,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_39_legend_a.png,linechart_39_legend_b.png,main_effect,0,less,The overall value of Home is less than Groceries.,Home,Groceries
39,practice,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_39_legend_a.png,linechart_39_legend_b.png,interaction,1,less,The value of Electronics increases more slowly than Sports.,Electronics,Sports
39,practice,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_39_legend_a.png,linechart_39_legend_b.png,interaction,0,less,The value of Electronics increases more slowly than Beauty.,Electronics,Beauty
40,practice,School Performance,Grade 9,Grade 10,Score,increasing,linechart_40_legend_a.png,linechart_40_legend_b.png,main_effect,1,more,The overall value of Art is greater than English.,Art,English
40,practice,School Performance,Grade 9,Grade 10,Score,increasing,linechart_40_legend_a.png,linechart_40_legend_b.png,main_effect,0,more,The overall value of English is greater than Art.,English,Art
40,practice,School Performance,Grade 9,Grade 10,Score,increasing,linechart_40_legend_a.png,linechart_40_legend_b.png,interaction,1,more,The value of History increases more strongly than Science.,History,Science
40,practice,School Performance,Grade 9,Grade 10,Score,increasing,linechart_40_legend_a.png,linechart_40_legend_b.png,interaction,0,more,The value of History increases more strongly than Math.,History,Math
40,practice,School Performance,Grade 9,Grade 10,Score,increasing,linechart_40_legend_a.png,linechart_40_legend_b.png,main_effect,1,less,The overall value of English is less than Art.,English,Art
40,practice,School Performance,Grade 9,Grade 10,Score,increasing,linechart_40_legend_a.png,linechart_40_legend_b.png,main_effect,0,less,The overall value of Art is less than English.,Art,English
40,practice,School Performance,Grade 9,Grade 10,Score,increasing,linechart_40_legend_a.png,linechart_40_legend_b.png,interaction,1,less,The value of Science increases more slowly than History.,Science,History
40,practice,School Performance,Grade 9,Grade 10,Score,increasing,linechart_40_legend_a.png,linechart_40_legend_b.png,interaction,0,less,The value of History increases more slowly than Math.,History,Math
41,practice,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_41_legend_a.png,linechart_41_legend_b.png,main_effect,1,more,The overall value of EDM is greater than R&B.,EDM,R&B
41,practice,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_41_legend_a.png,linechart_41_legend_b.png,main_effect,0,more,The overall value of R&B is greater than EDM.,R&B,EDM
41,practice,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_41_legend_a.png,linechart_41_legend_b.png,interaction,1,more,The value of Indie increases more strongly than Hip-hop.,Indie,Hip-hop
41,practice,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_41_legend_a.png,linechart_41_legend_b.png,interaction,0,more,The value of Hip-hop increases more strongly than R&B.,Hip-hop,R&B
41,practice,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_41_legend_a.png,linechart_41_legend_b.png,main_effect,1,less,The overall value of R&B is less than EDM.,R&B,EDM
41,practice,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_41_legend_a.png,linechart_41_legend_b.png,main_effect,0,less,The overall value of EDM is less than R&B.,EDM,R&B
41,practice,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_41_legend_a.png,linechart_41_legend_b.png,interaction,1,less,The value of Hip-hop increases more slowly than Indie.,Hip-hop,Indie
41,practice,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_41_legend_a.png,linechart_41_legend_b.png,interaction,0,less,The value of Hip-hop increases more slowly than R&B.,Hip-hop,R&B
